orig_row,text,n_terms,dominant_topic,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
44188,25 Messi scores a stunning goal in the Champions League match (London),8,4,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011
507,54 Top 7 secrets companies don't want you to know,5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
6826,28 Apple unveils a new iPhone with advanced camera and AI features in a surprise move,9,3,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01
34302,17 Top 7 secrets companies don't want you to know,5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
15311,"9 10 priežasčių, kodėl niekada nepirkti šio daikto — You won't believe it",8,9,0.011,0.233,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.678
10199,16 Major security breach affects millions of users worldwide,7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
10877,49 Local team wins national championship in overtime,6,7,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014
32885,How to speed up your computer with simple tweaks po pranešimo (New York),7,5,0.013,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013
9304,"74 10 priežasčių, kodėl niekada nepirkti šio daikto — Find out why",6,9,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871
33030,72 How to speed up your computer with simple tweaks,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
112,Stock market falls amid inflation concerns,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
2080,53 Transfer rumors suggest a record deal for the young striker,7,3,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013
8779,20 This trick will change your life forever,4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
210,Didelė saugumo spraga paveikė milijonus vartotojų dėl rinkos reakcijos,8,6,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011
7004,13 How to speed up your computer with simple tweaks,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
313,Messi scores a stunning goal in the Champions League match (Berlin),8,4,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011
22788,28 How to speed up your computer with simple tweaks,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
36029,43 You won't believe what happened next (Madrid),4,1,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
6510,Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose po pranešimo (New York),9,0,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
17568,86 This trick will change your life forever (Kaunas),5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
6255,13 You won't believe what happened next (Kaunas),4,1,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
25586,66 Analysts predict record profits for the banking sector,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
42620,10 Major security breach affects millions of users worldwide (New York),9,1,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1588,72 Investors hedge inflation risk using index-linked bonds (Madrid),9,9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91
42253,25 This trick will change your life forever,4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
5656,27 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
11321,12 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
2189,How to speed up your computer with simple tweaks (London),5,5,0.017,0.017,0.017,0.017,0.017,0.85,0.017,0.017,0.017,0.017
40805,93 Major security breach affects millions of users worldwide,7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
2350,62 Top 7 secrets companies don't want you to know,5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
1550,Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus po pranešimo,8,8,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011
16082,12 Open-source libraries accelerate machine learning workflows,7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887
11748,75 Analysts predict record profits for the banking sector,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
16763,46 Kaip pagreitinti kompiuterį paprastais triukais,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
3848,33 Didelė saugumo spraga paveikė milijonus vartotojų,6,6,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014
7816,42 Coach explains new defensive tactics after the game,6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
29727,44 Messi įmušė įspūdingą įvartį Lygų taurėje,6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
11781,44 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose analitikų teigimu,8,0,0.678,0.011,0.011,0.011,0.233,0.011,0.011,0.011,0.011,0.011
360,She did X — what happens next will shock you (Madrid),4,7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02
46584,35 Kaip pagreitinti kompiuterį paprastais triukais,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
3656,62 Didelė saugumo spraga paveikė milijonus vartotojų,6,6,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014
29171,29 Transfer rumors suggest a record deal for the young striker,7,3,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013
40553,"90 Central bank cuts rates, markets rally on dovish guidance (New York)",10,5,0.009,0.009,0.009,0.009,0.009,0.918,0.009,0.009,0.009,0.009
11889,98 Treneris aiškino naują gynybos taktiką po rungtynių,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
1565,57 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
28988,97 Start-up raises $50 million to scale its AI platform,6,3,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014
26025,69 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis as markets react (Berlin),11,1,0.008,0.74,0.008,0.008,0.008,0.194,0.008,0.008,0.008,0.008
25567,92 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
21265,"Negalėsite patikėti, kas įvyko toliau — Read more (London)",6,6,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014
48895,68 Stock market falls amid inflation concerns (New York),8,4,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011
649,53 Local team wins national championship in overtime,6,7,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014
45167,Investors hedge inflation risk using index-linked bonds in a surprise move (Kaunas),10,9,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.918
13246,36 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
29197,61 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
24168,41 Major security breach affects millions of users worldwide,7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
33563,Earnings beat expectations as revenue grows in cloud segment dėl rinkos reakcijos (Kaunas),10,8,0.009,0.009,0.009,0.009,0.009,0.009,0.228,0.009,0.699,0.009
486,Messi scores a stunning goal in the Champions League match — analysts say (Vilnius),10,4,0.009,0.009,0.009,0.009,0.918,0.009,0.009,0.009,0.009,0.009
31107,83 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą (London),8,5,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011
32378,55 This trick will change your life forever — Find out why,4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
13395,27 10 reasons you should never buy this gadget (New York),5,7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.85,0.017,0.017
11515,Apple unveils a new iPhone with advanced camera and AI features in a surprise move (Paris),10,3,0.009,0.009,0.009,0.918,0.009,0.009,0.009,0.009,0.009,0.009
18841,6 Messi scores a stunning goal in the Champions League match,7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
10964,"Negalėsite patikėti, kas įvyko toliau (Kaunas)",5,6,0.017,0.017,0.017,0.017,0.017,0.017,0.85,0.017,0.017,0.017
30727,76 Stock market falls amid inflation concerns dėl rinkos reakcijos,8,4,0.011,0.011,0.011,0.011,0.678,0.011,0.233,0.011,0.011,0.011
45787,26 Žvaigždė pasirašė daugiametę sutartį su klubu,5,8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.85,0.017
3440,How to speed up your computer with simple tweaks (Kaunas),5,5,0.017,0.017,0.017,0.017,0.017,0.85,0.017,0.017,0.017,0.017
24535,50 Žvaigždė pasirašė daugiametę sutartį su klubu dėl rinkos reakcijos,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.263,0.013,0.637,0.013
44059,Investors hedge inflation risk using index-linked bonds after report (Berlin),10,9,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.918
6577,10 Investors hedge inflation risk using index-linked bonds,8,9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9
21095,87 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis amid concerns,10,1,0.009,0.736,0.009,0.009,0.191,0.009,0.009,0.009,0.009,0.009
18923,84 Transfer rumors suggest a record deal for the young striker,7,3,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013
9341,Local team wins national championship in overtime as markets react,8,7,0.011,0.011,0.011,0.011,0.011,0.233,0.011,0.678,0.011,0.011
33849,91 Treneris aiškino naują gynybos taktiką po rungtynių,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
45330,2 Open-source libraries accelerate machine learning workflows — analysts say (London),10,9,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.918
31213,99 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
215,This trick will change your life forever (London),5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
5477,26 How to speed up your computer with simple tweaks,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
37082,54 Start-up raises $50 million to scale its AI platform,6,3,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014
48957,48 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis as markets react,10,1,0.009,0.736,0.009,0.009,0.009,0.191,0.009,0.009,0.009,0.009
485,Šis triukas pakeis jūsų gyvenimą amžiams — Number 5 is shocking,7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
34492,"66 Negalėsite patikėti, kas įvyko toliau",4,6,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02
48612,54 Messi įmušė įspūdingą įvartį Lygų taurėje,6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
9911,89 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus (Paris),8,8,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011
49561,59 Apple unveils a new iPhone with advanced camera and AI features dėl rinkos reakcijos,10,3,0.009,0.009,0.009,0.736,0.009,0.009,0.191,0.009,0.009,0.009
19370,32 Treneris aiškino naują gynybos taktiką po rungtynių,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
38679,Startuolis pritraukė 50 mln. USD DI platformos plėtrai amid concerns (Berlin),10,0,0.688,0.009,0.009,0.009,0.239,0.009,0.009,0.009,0.009,0.009
13173,98 How to speed up your computer with simple tweaks (London),5,5,0.017,0.017,0.017,0.017,0.017,0.85,0.017,0.017,0.017,0.017
7840,"49 Central bank cuts rates, markets rally on dovish guidance",8,5,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011
26298,2 Didelė saugumo spraga paveikė milijonus vartotojų,6,6,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014
32341,95 Earnings beat expectations as revenue grows in cloud segment,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
29767,36 Local team wins national championship in overtime analitikų teigimu (Vilnius),9,7,0.01,0.01,0.01,0.01,0.218,0.01,0.01,0.702,0.01,0.01
9453,18 Treneris aiškino naują gynybos taktiką po rungtynių,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
31315,84 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus (Vilnius),8,8,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011
25565,You won't believe what happened next — Find out why (Berlin),4,1,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
9963,60 Messi įmušė įspūdingą įvartį Lygų taurėje po pranešimo (Berlin),8,8,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011
11695,21 Star player signs a multi-year contract with club,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
5189,Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą as markets react,9,5,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01
12096,53 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus (London),8,8,0.011,0.011,0.122,0.011,0.011,0.011,0.011,0.011,0.789,0.011
35389,82 Messi scores a stunning goal in the Champions League match,7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
38825,42 Treneris aiškino naują gynybos taktiką po rungtynių,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
34156,69 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą (Berlin),8,5,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011
12051,63 Žvaigždė pasirašė daugiametę sutartį su klubu analitikų teigimu,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
13221,57 Messi scores a stunning goal in the Champions League match amid concerns,9,4,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01
409,Investors hedge inflation risk using index-linked bonds dėl rinkos reakcijos,10,9,0.009,0.009,0.009,0.009,0.009,0.009,0.191,0.009,0.009,0.736
42529,57 Transfer rumors suggest a record deal for the young striker,7,3,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013
8484,15 This trick will change your life forever,4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
16645,52 Messi įmušė įspūdingą įvartį Lygų taurėje po pranešimo,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
43329,50 Messi scores a stunning goal in the Champions League match,7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
1401,Kaip pagreitinti kompiuterį paprastais triukais as markets react,6,5,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014
208,Analysts predict record profits for the banking sector as markets react,8,4,0.011,0.011,0.011,0.011,0.678,0.233,0.011,0.011,0.011,0.011
16975,13 Open-source libraries accelerate machine learning workflows analitikų teigimu,9,9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91
6356,91 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus analitikų teigimu (Paris),10,8,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.918,0.009
40406,16 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą — analysts say,9,5,0.01,0.01,0.01,0.01,0.21,0.71,0.01,0.01,0.01,0.01
16498,88 Žvaigždė pasirašė daugiametę sutartį su klubu,5,8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.85,0.017
39810,100 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis (Madrid),9,1,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
153,Start-up raises $50 million to scale its AI platform dėl rinkos reakcijos,8,3,0.011,0.011,0.011,0.678,0.011,0.011,0.233,0.011,0.011,0.011
3469,Didelė saugumo spraga paveikė milijonus vartotojų dėl rinkos reakcijos (Madrid),9,6,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01
10254,86 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
6116,Didelė saugumo spraga paveikė milijonus vartotojų — analysts say (Kaunas),9,6,0.01,0.01,0.01,0.01,0.22,0.01,0.7,0.01,0.01,0.01
12791,94 Major security breach affects millions of users worldwide amid concerns,9,1,0.01,0.71,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01
15922,34 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
49138,30 How to speed up your computer with simple tweaks — analysts say,6,5,0.014,0.014,0.014,0.014,0.3,0.586,0.014,0.014,0.014,0.014
26124,95 Open-source libraries accelerate machine learning workflows,7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887
41301,18 Messi scores a stunning goal in the Champions League match,7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
43480,50 Analysts predict record profits for the banking sector (Kaunas),7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
370,She did X — what happens next will shock you — Read more,4,7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02
6461,"10 priežasčių, kodėl niekada nepirkti šio daikto — Find out why (Paris)",7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887
17599,Žvaigždė pasirašė daugiametę sutartį su klubu as markets react (Madrid),8,8,0.011,0.011,0.011,0.011,0.011,0.278,0.011,0.011,0.633,0.011
5536,54 Šis triukas pakeis jūsų gyvenimą amžiams,5,1,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
10868,42 Apple unveils a new iPhone with advanced camera and AI features,8,3,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011
45301,23 Open-source libraries accelerate machine learning workflows,7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887
17531,5 10 reasons you should never buy this gadget,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
20992,31 Messi įmušė įspūdingą įvartį Lygų taurėje,6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
5249,Transfer rumors suggest a record deal for the young striker dėl rinkos reakcijos (Paris),10,3,0.009,0.009,0.009,0.736,0.009,0.009,0.191,0.009,0.009,0.009
8223,16 Start-up raises $50 million to scale its AI platform,6,3,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014
5080,Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą analitikų teigimu,9,5,0.01,0.01,0.01,0.01,0.21,0.71,0.01,0.01,0.01,0.01
28353,35 How to speed up your computer with simple tweaks,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
22096,37 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
47223,57 Start-up raises $50 million to scale its AI platform dėl rinkos reakcijos,8,3,0.011,0.011,0.011,0.678,0.011,0.011,0.233,0.011,0.011,0.011
37579,"Ji padarė X — kas nutiks toliau, pribloškia — Find out why (New York)",7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
8266,25 Earnings beat expectations as revenue grows in cloud segment,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
35,Local team wins national championship in overtime,6,7,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014
10316,Kaip pagreitinti kompiuterį paprastais triukais analitikų teigimu (Madrid),7,5,0.013,0.013,0.013,0.013,0.273,0.627,0.013,0.013,0.013,0.013
3391,Messi scores a stunning goal in the Champions League match dėl rinkos reakcijos,9,4,0.01,0.01,0.01,0.01,0.71,0.01,0.21,0.01,0.01,0.01
14159,„Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis after report (New York),11,1,0.008,0.925,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
14614,24 She did X — what happens next will shock you,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
14609,56 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
8811,46 She did X — what happens next will shock you,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
974,Major security breach affects millions of users worldwide after report (Madrid),9,1,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
30397,5 Star player signs a multi-year contract with club (Kaunas),8,8,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011
8221,77 Stock market falls amid inflation concerns dėl rinkos reakcijos,8,4,0.011,0.011,0.011,0.011,0.678,0.011,0.233,0.011,0.011,0.011
32288,30 Kaip pagreitinti kompiuterį paprastais triukais,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
1843,27 Earnings beat expectations as revenue grows in cloud segment (Vilnius),8,8,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011
35694,This trick will change your life forever — Find out why (Paris),5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
5242,45 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą,7,5,0.013,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013
5476,99 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
30961,97 10 reasons you should never buy this gadget,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
1227,You won't believe what happened next (Kaunas),4,1,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
1720,Star player signs a multi-year contract with club (New York),9,8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01
29473,5 Transfer rumors suggest a record deal for the young striker (London),8,3,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011
472,You won't believe what happened next — Find out why,3,1,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
528,Šis triukas pakeis jūsų gyvenimą amžiams (New York),7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
1355,Žvaigždė pasirašė daugiametę sutartį su klubu (Madrid),6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
4872,74 Stock market falls amid inflation concerns,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
19073,30 Messi scores a stunning goal in the Champions League match,7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
26895,11 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą as markets react,9,5,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01
21795,78 Open-source libraries accelerate machine learning workflows analitikų teigimu (Madrid),10,9,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.918
38526,Kaip pagreitinti kompiuterį paprastais triukais dėl rinkos reakcijos (Kaunas),7,5,0.013,0.013,0.013,0.013,0.013,0.578,0.322,0.013,0.013,0.013
961,Treneris aiškino naują gynybos taktiką po rungtynių (Madrid),7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
27966,Analysts predict record profits for the banking sector analitikų teigimu (London),9,4,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01
10969,73 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
18305,11 Major security breach affects millions of users worldwide analitikų teigimu,9,1,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
418,Stock market falls amid inflation concerns analitikų teigimu,8,4,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011
31761,Star player signs a multi-year contract with club analitikų teigimu (Madrid),10,8,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.918,0.009
9992,30 Žvaigždė pasirašė daugiametę sutartį su klubu,5,8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.85,0.017
8357,Kaip pagreitinti kompiuterį paprastais triukais in a surprise move (Vilnius),6,5,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014
28523,5 Major security breach affects millions of users worldwide after report,8,1,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
3743,57 She did X — what happens next will shock you — Find out why,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
36478,24 You won't believe what happened next,3,1,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
24698,80 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
47997,"45 Negalėsite patikėti, kas įvyko toliau (Paris)",5,6,0.017,0.201,0.017,0.017,0.017,0.017,0.665,0.017,0.017,0.017
24954,Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus analitikų teigimu (Madrid),10,8,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.918,0.009
16334,47 Coach explains new defensive tactics after the game,6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
548,91 Investors hedge inflation risk using index-linked bonds (Madrid),9,9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91
25619,35 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
168,Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
11973,85 Star player signs a multi-year contract with club analitikų teigimu,9,8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01
14674,24 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
